storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
f2dbe5f1-8b19-44aa-a34c-75f69f22e5f0,Barb mengatasi perpisahan,"Ketika Wally putus dengan Barb, dia patah hati selama berminggu -minggu.","Namun secara bertahap, dia menemukan ketenangan dalam kesendirian.",Barb telah mulai mengejar hobi dan kegiatan yang telah diserahkannya.,"Pada Jumat malam, dia tidak merasa tidak enak karena tidak berkencan.","Sebaliknya, dia menikmati segelas anggur merah, menenangkan dan menonton DVD."
bbf9851d-f5af-4e13-8f3f-638e13709399,Istri baru,Jenny akan menikah hari ini!,"Setelah bersiap -siap berjam -jam, Jenny mulai merasa gugup.",Jenny mulai menanyai dirinya sendiri jika ini yang sebenarnya dia inginkan.,"Begitu Jenny masuk ke dalam mobil untuk pergi ke gereja, dia tenang.",Jenny dengan senang hati setuju untuk menikahi suami barunya di altar.
6ee1b669-448c-4599-b28b-60ef9d848f08,Pertarungan pernikahan,Salah satu teman putri saya menikah akhir pekan lalu.,Salah satu pengiring pengantinnya bertengkar malam itu.,Dia memukul suaminya dan dia memukulinya.,Dia menelepon polisi dan dia ditangkap.,Pertarungan menaungi pernikahan.
6ace2368-6b45-49aa-b058-d5e1e22695e6,Kelinci,Bradford dan Pepper bertengkar seperti yang dilakukan pasangan menikah.,Bradford mengatakan beberapa hal yang sangat mengerikan untuk merica.,Dia sangat sedih.,Bradford merasa sedih tentang apa yang dia katakan.,Bradford membawa pulang kelinci hewan peliharaan untuk Pepper membuatnya bahagia lagi.
5b018e22-6442-43fd-8d0b-c44e26178100,Pernikahan Kedua,Adik ipar saya menikah untuk kedua kalinya pada tahun 1997.,Suami keduanya 22 tahun lebih tua darinya.,Istri pertamanya berada di panti jompo karena stroke.,"Enam minggu setelah dia meninggal, mereka menikah pada hari ulang tahunnya.","Saya merasa pernikahan kedua aneh, tetapi menahan diri dari komentar."
033cb8a6-546d-44fd-a336-c295e3229ffa,Kunjungan anak,"Pada tahun 1993, Catherine pindah ke kompleks kondominium kami.","Dia memiliki seorang putri berusia dua tahun, Amanda.",Catherine sedang mengalami perceraian.,Dia telah mencoba pindah ke NH dengan pacar barunya.,Ayah Amanda pergi ke pengadilan dan memblokir langkah itu.
5b2e010b-8608-4426-a240-3db04d23e043,Pirang,"Sepupu saya Rose, yang Asia, menikah di NYC dua minggu lalu.",Separuh keponakannya di Asia datang dari DC ke pernikahan.,Seorang keponakannya mewarnai rambutnya pirang.,"Putri saya, yang setengah orang Asia, mengatakan pekerjaan pirang itu mengerikan.",Dia mengatakan sepupu itu berusaha terlalu banyak untuk menjadi putih.
3e7f48a4-8bd7-4704-859e-047b84a04b51,Saraf menari,Kelsey akan segera menikah.,Dia bersemangat tetapi tidak ingin melakukan tarian pertama.,Dia terlalu malu bagi semua orang itu untuk menonton tariannya.,Untungnya pacarnya menawarkan untuk mengajarinya.,"Dalam pelukannya, dia merasa nyaman dan tidak memperhatikan orang lain."
37028560-877f-4a7c-b53a-ab159e046054,Saraf pernikahan,Todd akan menikah.,Dia berada di rumahnya bersiap -siap ketika saraf besar melanda.,Dia melangkah keluar sejenak untuk mendapatkan udara.,Untungnya ayahnya memperhatikan dan datang untuk memberinya ceramah.,Dia merasa lebih baik segera dan dengan senang hati melanjutkan ke pernikahannya.
21e8bce2-589e-472d-a8bc-215bac649164,Belanja,Lydia pergi berbelanja pakaian.,Dia membawa kembali banyak barang.,Suaminya mengatakan mereka tidak mampu membeli barang -barang itu.,Dia memberi tahu suaminya bahwa dia ingin bercerai.,Dia mengingatkannya bahwa dia juga satu -satunya yang memiliki pekerjaan.
35167f06-e911-4728-9cf3-d965a2f70b4f,Dia lebih suka masuk penjara,Frank Thomas selalu mendapati dirinya berdebat dengan istrinya.,Dia membenci fakta bahwa mereka tidak bisa bergaul.,Frank menginginkan perceraian tetapi pengacaranya mengatakan akan mahal.,Frank memutuskan dia tidak ingin tinggal bersamanya lagi.,"Karena dia lebih suka masuk penjara, dia merampok bank lokal."
b7e36802-4a65-4196-af1c-e83a26b76bb0,Berkencan di Amerika,Milos tidak pernah berkencan dengan seorang gadis Amerika.,"Jadi ketika dia mengambil satu pada kencan, itu sangat berbeda baginya.",Dia tidak tahu semua aturan dan sangat canggung.,Tapi teman kencannya cukup menyukainya untuk menemukannya menawan.,Itu menjadi baik bagi Milos karena dia tidak belajar terlalu cepat.
b53bfa23-8932-43a6-923b-45a8e2546ff3,Orang asing di tempat tidur,"Milda menikah dengan suaminya, Bob selama dua puluh tahun.",Mereka saling mencintai dan saling merawat dengan sangat baik.,Mereka sering bulan madu hanya untuk melakukannya karena cinta mereka.,"Suatu hari di tengah malam, Milda terbangun berteriak ngeri.",Dia tiba -tiba tidak bisa mengenali suaminya dan mengatakan dia orang asing.
5cc94dec-cb25-44ac-91dc-8b813bd512ab,Impian Michelle,"Sepanjang hidupnya, Michelle bermimpi memiliki anak.","Ketika dia berusia 23 tahun, dia menikah.","Setelah menikah selama 2 tahun, dia mengetahui bahwa dia hamil.",Dia bekerja sangat keras di kamar bayi untuk bayi baru.,"Begitu bayi itu datang, dia sangat senang dan tidak sabar untuk pulang."
375cf1cf-64bf-4cfd-a43b-df5a7803c5d0,Prom,"Di tahun terakhir sekolah menengahnya, Jared bersemangat untuk pergi ke pesta prom.",Dia dan pacarnya telah berkencan selama bertahun -tahun.,Jared memintanya ke prom dan dia menjawab ya.,Jared membeli tiket dan menyewa tuksedo hanya untuk kesempatan itu.,Mereka menyewa limusin dan memiliki malam terbaik dalam hidup mereka.
77a05189-aaaf-4bb1-99c7-1e872a1d7f3d,Cinta sejati,Seorang wanita lajang bermimpi suatu hari memiliki suami.,Jadi wanita lajang menempatkan iklan di Craigslist mencari hubungan.,Wanita lajang mendapat pesan email dari seorang pria muda.,Pria muda itu mengirim foto yang menurutnya menarik.,Dia dan pemuda itu pergi saat ini dan akhirnya menikah.
b99de537-2036-4c4b-898b-d66a60da2ffb,Mimpi dicuri,Kendra menerima email dari sekolahnya pagi ini.,Email itu mengatakan bahwa sekolahnya menutup pintu secara permanen.,"Berpikir itu adalah kesalahan, dia pergi ke kelas seperti biasa.","Ketika dia tiba di kampus, dia menemukan email itu nyata.","Tertegun dan patah hati, Kendra tidak tahu harus berbuat apa."
78e7e92e-6258-4082-8f1e-ea28315c2c56,Restoran favorit,Tetangga Joe mengelola sebuah restoran.,Itu adalah tempat makan favorit Joe.,"Ketika Joe menikah, dia mengadakan resepsi pernikahan di sana.",Hidangan favorit Joe adalah udang goreng.,Setelah 22 tahun restoran ditutup dan Joe cukup menyedihkan.
e3e4da97-fa2f-4c40-b1cf-cb7d359e117a,Sahabat baru,Terri patah hati ketika anjing yang dia miliki sejak kecil meninggal.,Dalam kesedihannya dia bersumpah untuk tidak pernah memiliki anjing lain.,"Tapi segera dia mulai berkencan dengan Dan, yang memiliki anjing kesayangannya sendiri.","Dia khawatir, tetapi saat dia bertemu Ruby, dia mencintainya.","Dia tidak akan pernah melupakan anjingnya, tetapi sekarang tahu dia bisa mencintai orang lain."
bdca5e3b-7e2e-431c-91a1-71ea414e9c6f,Hujan Hari Pernikahan,Tom akan menikah.,Hujan mulai turun.,Tom mengira itu pertanda buruk.,Teman -temannya menghiburnya bahwa tidak.,Pernikahan berjalan tanpa masalah.
772f5b17-abdc-48b6-b0e8-c12bcfee2935,Naksir rahasianya,Joe naksir teman sekelasnya di kelas 9 -nya.,Gadis itu Joe naksir tidak tahu.,Gadis yang Joe naksir berkencan dengan serangkaian pecundang yang kasar.,Joe tidak lagi menyukai naksir rahasianya dan menemukannya menjijikkan.,Joe akhirnya naksir rahasianya dan senang.
cb223817-7a0a-458a-bf19-7a7693c2d2ce,Bayi,Ciara senang memiliki petualangan.,Dia tidak ingin apapun atau siapa pun mengikatnya.,Tapi suatu hari dia bertemu seseorang dan mereka menikah.,"Benar saja, dalam beberapa bulan dia memiliki benjolan bayi.",Ciara tidak khawatir karena bayinya adalah petualangan berikutnya.
90ef3221-3d05-4d29-a01f-3c22331e3688,Putus asa karena politik,Jason dan Malia berkencan selama 12 tahun.,Mereka bergaul sebagian besar tetapi selalu memperebutkan politik.,Mereka berdua bersemangat tentang politik dan tidak saling berhadapan.,Akhirnya perjuangan mereka tentang politik menjadi sangat intens.,Mereka akhirnya putus atas perbedaan politik mereka.
e42f235a-b48d-492e-b5a1-f4615103a386,Surat yang hilang,Tom menulis surat kepada pacarnya.,Pacarnya terus bertingkah seolah -olah mereka sedang berkencan.,Tom akhirnya berhadapan dengannya tentang hal itu.,Pacar Tom mengklaim dia tidak pernah mendapatkan surat itu.,Dia tahu dia berbohong.
d868876c-bfd7-4594-b76f-52fac24de0bb,Kesalahan Pernikahan,Brad menghadiri pernikahan Cindy.,"Brad berkencan dengan Cindy beberapa tahun sebelumnya, tetapi dia mencampakkannya.",Brad masih memiliki perasaan untuk Cindy.,Brad terlalu banyak minum di pernikahan Cindy.,Dia mengayunkan pengantin pria dan jatuh ke lantai.
90ff7e6a-a459-42ab-834f-f682dfcb9ec9,Cincin kelas,Don dan Andrea berkencan untuk waktu yang lama di sekolah menengah.,Don akhirnya memberi Andrea cincin kelasnya.,Mereka putus beberapa minggu setelah itu.,Don meminta Andrea untuk mengembalikan cincinnya.,"Dia tidak ingin melihat Don, jadi dia meletakkan cincin itu di kotak suratnya."
a4918667-7018-4420-8fb1-29232eace8f5,Ciuman pertama,Tim tidak pernah memiliki ciuman.,Dia mencoba mencium seorang gadis yang disukainya.,Itu canggung dan aneh.,Tim mencoba lagi.,Setelah beberapa saat mereka mulai berkencan.
3ad3115b-459f-4742-a38b-feafdc7d00c7,Menikah,"Ketika dia berusia 26 tahun, Renee bertemu dengan pria mimpinya.",Mereka berkencan selama beberapa tahun.,Renee tahu dia ingin menikah dengannya tetapi dia belum bertanya.,"Bukan satu untuk tradisi yang sudah ketinggalan zaman, dia memutuskan untuk bertanya kepadanya.","Suatu malam, dia membawanya makan malam dan dia melamar dan dia menerima."
7e933ce9-9a92-4575-ad1f-4e6684141c4b,Pertunangan,Bill telah berkencan dengan Laura selama setahun.,Dia tahu dia ingin menikahinya.,Dia pergi ke toko perhiasan dan membeli cincin.,Dia membawanya makan malam dan mengajukan pertanyaan.,Dia berkata ya.
d856487a-fc30-46ae-b09a-0750b9710901,Pilihan buruk,Bob dipecat dari pekerjaannya karena melecehkan karyawan wanita secara seksual.,Rumor yang memalukan mulai muncul di surat kabar tabloid.,"Marah dan dipermalukan, istrinya mengajukan perceraian.",Publisitas yang buruk dan detail kotor juga menghancurkan karier Bob.,"Reputasinya hancur, Bob pindah untuk mencoba dan memulai dari awal."
1b82c8d0-ea44-43e7-9ed9-6a65fd41e5e2,Kegelisahan pernikahan,Kacie sedang merayakan pernikahannya suatu hari nanti.,Dia bersiap -siap ketika dia mulai merasa gugup.,Dia takut suaminya ingin bercerai suatu hari nanti.,Tiba -tiba sepucuk surat darinya dikirim.,Hadiah pernikahan yang tulus membuatnya merasa jauh lebih aman dan bahagia.
0caa48c6-8d50-41c3-80d1-18749d0ae640,Banci,Rebecca merahasiakan sepanjang hidupnya.,"Karena dia tidak pernah menikah atau memiliki kekasih, itu mudah disimpan.","Tetapi ketika dia meninggal, pemeriksa medis melihatnya.",Dia memanggil rekan -rekannya untuk menjadi saksi.,Rebecca memiliki organ reproduksi wanita dan pria.
8fff83cd-7f9b-469c-8dc8-9b9c960d25cf,Trisha si pembohong,Trisha adalah seorang gadis kecil yang dramatis.,Trisha ingin mendapatkan perhatian teman -teman sekelasnya.,Trisha mengarang cerita tentang bagaimana dia berkencan dengan seorang anak laki -laki di kelasnya.,Trisha kemudian memberi tahu kelas bahwa dia dan pacarnya putus.,Trisha berhasil berbohong ke seluruh kelasnya untuk mendapatkan perhatian.
c94dcebc-726b-41b3-afe1-c6b19f748054,Bantuan Hairdo,Kelly akan menikah.,Dia mengadakan pernikahan sederhana kecil yang sesuai dengan seleranya.,"Dia bahkan mencoba menata rambutnya sendiri, tetapi dia membencinya.",Untungnya sepupunya mengumumkan bahwa dia pandai menata rambut yang menyenangkan.,"Dengan bantuannya, Kelly tampak cantik untuk pernikahannya."
ed27749d-8ef3-46d1-8e1d-6538eff917b2,Horoskop,Chris dan Lindsey dengan senang hati berkencan.,Mereka pergi berkencan ke karnaval.,Lindsey melihat tenda dengan tanda berlabel 'psikis'.,Lindsey meminta Chris untuk bergabung dengannya.,Lindsey dan Chris membaca horoskop mereka oleh paranormal.
1ed4d0c8-868f-403a-a18e-b1fe8b26a511,Cara menipu,Bradley memutuskan untuk meminta Tonya untuk menikah dengannya saat makan malam.,Dia membelikannya cincin berlian emas yang mahal.,"Dengan penuh semangat, dia meninggalkan pekerjaan lebih awal dan pulang.",Bradley mendengar suara -suara aneh datang dari kamar tidur.,"Ketika dia membuka pintu, hatinya tenggelam ke lantai dan begitu pula cincin itu."
93ffacdc-93be-4b1e-bc39-c334a2a0bdd9,Harga yang Anda bayar saat Anda suka bermain,Shemecka menyukai uang tetapi dia benci menghabiskan sendiri.,Dia bertemu dengan seorang pria tentara dan menggunakannya untuk membayar semua yang dia inginkan.,Rekan kerja pria Shemecka menghasilkan uang yang menarik perhatiannya.,Dia berkencan dengan rekan kerja di sampingnya dan membuatnya memberikan uang juga.,"Ketika pacar Shemecka tahu, dia meninggalkannya."
38d32467-0c26-4cce-bc9c-848849ad17c3,Cinta muda,Lavender dan Ron berkencan.,Ron mengencani dia karena dia pikir itu akan membuat gadis lain cemburu.,Ron sangat menyukai gadis yang berbeda.,Ron akhirnya putus dengan Lavender.,Ron dan gadis lain berkencan.
b21551c9-22bc-439e-b899-73a18223589e,Malaikat berhubungan seks,Angel dan pacarnya berkencan selama lebih dari tiga tahun.,Angel dan pacarnya sama -sama memiliki usia persetujuan hukum.,Angel dan pacarnya memutuskan untuk mengambil hal -hal lebih jauh dengan berhubungan seks.,Angel dan pacarnya membeli semua perlindungan yang diperlukan.,Angela dan pacarnya melakukan hubungan seks yang konsensual dan terlindungi sepanjang malam.
ba28c3f2-0426-4174-a292-58001d5ea452,Penggoda,Rekan kerja saya Jim sudah menikah.,Dia menggoda sebagai lelucon.,"Hari ini dia bertanya apakah dia bisa mencium bosnya, yang cantik.",Dia menawarkan untuk meninju wajahnya.,"Mereka tertawa, karena mereka berdua bercanda."
0c3f076c-b8fd-46d0-80a1-c7c4b8ef2b24,Pencium handal,Portia tidak pernah mencium seorang pria sebelum dia mencium George.,Itu tidak terlalu menyenangkan tetapi dia tidak bisa membandingkannya.,"Jadi memiliki ide yang lebih baik, dia mencium Frank.","Frank berciuman jauh lebih baik daripada George, Portia menanggalnya.",Dan George mendapati dirinya tanpa kencan atau ciuman.
c9d866dd-eafd-4c76-a6b5-97b66fb4faea,Billy dibuang.,Billy punya pacar yang telah dia kencani selama dua tahun.,Billy ingin bersenang -senang dengan beberapa teman prianya.,Billy memanggil teman -teman prianya dan memutuskan untuk keluar untuk minum.,Billy dan teman -temannya mabuk sepanjang malam.,Billy pulang begitu mabuk sehingga pacarnya mencampakkannya.
a59dae2f-ae85-4b6d-8d7d-cb2a579999fe,Perceraian,Aaron menceraikan istrinya Catherine minggu lalu.,Sekarang dia duduk di ruang tamunya minum bir dan menonton TV.,Aaron mendengar ketukan di pintu.,Dia menjawabnya dan melihat istrinya Catherine.,"Dia memohon untuk membawanya kembali, tetapi dia hanya bersendawa dan menutup pintu."
27416551-77cd-44e5-b7f0-c352f575b986,Putus Berantakan,Tom telah menikah selama bertahun -tahun.,Suatu hari dia menangkap istrinya selingkuh.,Tom menuntut perceraian.,Istrinya melawannya di setiap langkah.,Seluruh proses memakan waktu hampir dua tahun.
88eb3552-6f50-430a-9957-5d52fea7c5ec,RSUD,Teman saya Ben menikah selama 71 tahun.,Pasangan itu dirawat di rumah sakit ketika mereka berusia 80 -an.,Keduanya harus tinggal di rumah sakit yang sama.,Untungnya keduanya habis.,Ben sangat senang dia menulis puisi tentang hal itu.
acf0395d-918b-435b-915c-a702ed2e0d3e,Dibuang,Tom telah berkencan dengan pacarnya selama berbulan -bulan.,Dia pikir mereka baik -baik saja.,Pacar Tom merasa sebaliknya.,Yang mengejutkan dia memutuskan untuk mengakhiri sesuatu.,Tom patah hati selama bertahun -tahun.
c92c0c26-8e6d-477c-ae66-b27a304bd13b,Lena bercerai,Lena telah menikah dengan suaminya selama lebih dari 10 tahun.,Suatu hari Lena memutuskan untuk meninggalkan pekerjaan lebih awal sejak dia menyelesaikan pekerjaannya.,Lena pulang dan keluar dari mobilnya.,Lena memasuki rumahnya dan menemukan suaminya selingkuh.,Lena mengajukan perceraian dan mengambil nyawanya kembali.
fa2d2c5c-7963-495b-b6a0-fc4dfbdf2bcb,Kue pernikahan,Jane akan menikah.,Dia ingin mendapatkan kue pernikahan yang sempurna.,Dia membuat suaminya mencicipi beberapa jenis yang berbeda.,Butuh waktu berminggu -minggu untuk memilih satu.,Hari pernikahan itulah yang diinginkan Jane.
aa8851e6-5d40-4bad-bbff-a549fea812f4,Berkemas untuk liburan cepat,Pasangan yang sudah menikah memiliki pekerjaan yang memberikan persediaan medis.,Mereka mengambil pekerjaan darurat lima jam jauhnya tetapi dekat pantai.,"Suaminya mengambil bir, anggur, dan makanan ringan untuk perjalanan.",Istri mengambil pakaian dan barang berenang.,Mereka lupa obat -obatan mereka sendiri di rumah dan harus membelinya.
65c9a431-cd99-4696-9ef5-a8fe86412b45,Penggerak cepat,Simone merasa sangat kesepian tanpa pasangan.,Dia memutuskan untuk mencoba kencan online.,Kencan pertamanya adalah kekecewaan besar.,"Pada kencan kedua, dia bertemu dengan cinta dalam hidupnya.","Setelah hanya 2 bulan, dia melamarnya."
bf98dd80-a4ef-44f5-8ae0-8d3f006e26e7,Bulan madu yang mengerikan,Tom baru saja menikah.,Dia sedang berlibur bulan madu di Hawaii.,Badai tropis melanda pada saat yang sama.,Hotel Tom sangat buruk.,Istri Tom terluka parah.
b75abac9-854e-4552-b859-8fbb7399804c,hari pernikahan,Liza akan menikah dua bulan dari sekarang.,Dia sangat dicintai dengan tunangannya.,Tapi ada sesuatu yang mengganggunya.,Dia pikir mereka mungkin tidak siap untuk menikah.,"Namun terlepas dari kebingungan itu, dia memutuskan untuk menghadiri hari pernikahannya."
a5071893-82c9-4aff-b535-e56ae7e7bb38,Tidak ada detak jantung,Julia ada di dokter untuk USG.,Dia baru -baru ini mengetahui bahwa dia hamil dan perlu berkencan.,Dokter mencari detak jantung tetapi tidak menemukannya.,Dia meyakinkannya bahwa bayi -bayi awal sering memiliki masalah ini.,Julia ketakutan tapi untungnya pada pemeriksaan berikutnya mereka dipukuli.
fda6b1bd-6c9d-40f9-ac1b-a8d2a65226d9,Kembali,Dia sedang bercerai.,Dia tahu aku juga.,Dia mengirim saya pesan dan mengajak saya keluar.,Saya pahit dari perpisahan masa kecil kami.,Saya setuju untuk pergi bersamanya.
6c148f82-f219-465e-b7e5-984ae569c186,Tetap setia,Teman saya yang berusia 99 tahun Ben di WW2.,Suatu kali dia bersama pasukannya di rumah bordil di Paris.,"Dia tinggal di lobi, karena dia adalah pria yang sudah menikah.",Para pelacur mengolok -oloknya.,Dia bilang dia tidak pernah berselingkuh pada istrinya.
14084657-49da-4467-a77f-e8a6cf05f6cf,break up,Saya dan pacar saya telah berkencan selama setahun sekarang.,Tapi sepertinya setiap kali kita mengambil dua langkah ke depan.,Iblis membuat kita mundur dua langkah.,Akhir pekan Hari Buruh Saya meletakkan telepon saya sebentar.,Pacar saya melihat teks di ponsel saya dan sekarang kami sudah selesai.
bdb755ac-7b38-4ca9-bb3a-ed437cdc8b25,Hamil lagi,Alicia tahu dia hamil lagi.,Dia tidak bisa mempercayainya.,Dia bahkan belum menikah.,Dia menyebut ibunya menangis.,Itu tidak mudah tetapi dia memutuskan untuk menyerah untuk diadopsi.
